date,country,cost,expected_average_income,cost_type,labels
2023-09-06,Australia,1.3344880666666665,0.3087999999999999,income,09-06
2023-09-06,Austria,0.11737226666666667,0.1029333333333333,income,09-06
2023-09-06,Azerbaijan,0.042076,,,09-06
2023-09-06,Bahamas,0.05136318333333333,,,09-06
2023-09-06,Bahrain,0.022817783333333334,,,09-06
2023-09-06,Bangladesh,0.04529356666666667,,,09-06
2023-09-06,Barbados,0.046129783333333334,,,09-06
2023-09-06,Belarus,0.07249356666666666,,,09-06
2023-09-06,Belgium,0.30737943333333334,0.0,income,09-06
2023-09-06,Belize,0.09804241666666666,,,09-06
2023-09-06,Benin,0.684048837414966,,,09-06
2023-09-06,Bermuda,0.0487767,,,09-06
2023-09-06,Bolivia,13.390512315051021,1.1322666666666668,income,09-06
2023-09-06,Bonaire,0.10682253333333333,,,09-06
2023-09-06,Brazil,31.244665060034013,9.264,income,09-06
2023-09-06,Bulgaria,0.16242583333333332,,,09-06
2023-09-06,Burkina Faso,0.2928018333333333,,,09-06
2023-09-06,Cameroon,0.7099896166666666,0.1029333333333333,income,09-06
2023-09-06,Canada,1.0938298893424037,0.8234666666666667,income,09-06
2023-09-06,Chad,0.12220778333333333,,,09-06
2023-09-06,Chile,176.22925556849066,33.743347500000006,income,09-06
2023-09-06,China,0.2681585833333333,0.1029333333333333,income,09-06
2023-09-06,Colombia,54.97204825516542,11.491091249999998,income,09-06
2023-09-06,Congo,2.9621604212018138,0.0,income,09-06
2023-09-06,Costa Rica,16.599333218707482,1.5439999999999998,income,09-06
2023-09-06,Croatia,0.0429687,,,09-06
2023-09-06,Cuba,1.2274535293225624,0.1684245833333333,income,09-06
2023-09-06,Czechia,0.029563783333333336,,,09-06
2023-09-06,Côte d'Ivoire,1.1227406333333334,0.1684245833333333,income,09-06
2023-09-06,Denmark,0.18692471666666666,0.1029333333333333,income,09-06
2023-09-06,Djibouti,0.07688735,,,09-06
2023-09-06,Dominican Republic,9.378561718820862,0.9264,income,09-06
2023-09-06,Ecuador,28.77032028270306,1.1977579166666668,income,09-06
2023-09-06,Egypt,2.176023266666667,,,09-06
2023-09-06,El Salvador,5.283318005442177,0.8234666666666667,income,09-06
2023-09-06,Error: ,6.338831251658163,3.5650950000000003,income,09-06
2023-09-06,Error: 'NoneType' object has no attribute 'name',0.019111366666666664,,,09-06
2023-09-06,Error: (0) Could not interpret numbers after plus-sign.,0.5292728438066894,0.6175999999999999,income,09-06
2023-09-06,Eswatini,0.07785204999999999,,,09-06
2023-09-06,Falkland Islands (Malvinas),0.05435668333333333,,,09-06
2023-09-06,France,2.98181435,0.2713579166666667,income,09-06
2023-09-06,Gabon,0.46176263843537413,,,09-06
2023-09-06,Gambia,0.04629378333333333,,,09-06
2023-09-06,Germany,3.42359725,0.2058666666666666,income,09-06
2023-09-06,Greece,0.0740616,,,09-06
2023-09-06,Guatemala,6.3498850929705215,0.3088,income,09-06
2023-09-06,Guinea,0.0363,,,09-06
2023-09-06,Guyana,0.10161556666666666,,,09-06
2023-09-06,Haiti,0.09163713333333333,,,09-06
2023-09-06,Honduras,5.702966398072562,0.2058666666666666,income,09-06
2023-09-06,Hungary,0.2411182666666667,,,09-06
2023-09-06,India,1.3495801274376416,,,09-06
2023-09-06,Indonesia,1.8162336000000001,0.2058666666666666,income,09-06
2023-09-06,Iran,0.09565974999999999,0.06549125,income,09-06
2023-09-06,Ireland,0.2303518,,,09-06
2023-09-06,Israel,2.724027948526077,1.0948245833333332,income,09-06
2023-09-06,Italy,3.4980312812500003,0.7860245833333332,income,09-06
2023-09-06,Jamaica,0.0888567,,,09-06
2023-09-06,Japan,0.0984614,,,09-06
2023-09-06,Jordan,0.03094735,0.0,income,09-06
2023-09-06,Kazakhstan,0.18038026666666668,,,09-06
2023-09-06,Korea,0.058040850000000005,,,09-06
2023-09-06,Kuwait,0.025015566666666666,,,09-06
2023-09-06,Latvia,0.034258,,,09-06
2023-09-06,Lesotho,0.0421347,,,09-06
2023-09-06,Macao,0.0349107,,,09-06
2023-09-06,Malaysia,1.2941998713151928,0.3368491666666667,income,09-06
2023-09-06,Maldives,0.16236646666666665,,,09-06
2023-09-06,Mali,0.2362907321995465,,,09-06
2023-09-06,Malta,0.10572111666666667,0.1029333333333333,income,09-06
2023-09-06,Mauritania,0.126738,,,09-06
2023-09-06,Mexico,26.963135221407317,10.143565,income,09-06
2023-09-06,Morocco,286.8114364608627,0.1029333333333333,income,09-06
2023-09-06,Mozambique,0.26249621666666667,0.0,income,09-06
2023-09-06,Myanmar,0.30949696666666665,0.1029333333333333,income,09-06
2023-09-06,Netherlands,0.7455842166666667,0.0,income,09-06
2023-09-06,New Zealand,0.6822614333333333,0.2058666666666666,income,09-06
2023-09-06,Nicaragua,2.6792397833333332,0.0,income,09-06
2023-09-06,Niger,0.9666554499999999,0.1029333333333333,income,09-06
2023-09-06,Nigeria,0.4804556348072562,,,09-06
2023-09-06,Norfolk Island,0.0813934,,,09-06
2023-09-06,Norway,0.15106923333333333,,,09-06
2023-09-06,Oman,0.08016205,,,09-06
2023-09-06,Pakistan,0.6406697333333333,,,09-06
2023-09-06,Panama,11.191837428684808,1.9837825,income,09-06
2023-09-06,Paraguay,53.936033892063485,4.5571158333333335,income,09-06
2023-09-06,Peru,18.60317471335034,3.1534912500000005,income,09-06
2023-09-06,Philippines,0.8196777158730159,0.1029333333333333,income,09-06
2023-09-06,Poland,0.13307735,0.1029333333333333,income,09-06
2023-09-06,Portugal,1.166763080272109,0.1029333333333333,income,09-06
2023-09-06,Puerto Rico,0.6241601999999999,0.1029333333333333,income,09-06
2023-09-06,Qatar,0.08438945,0.0,income,09-06
2023-09-06,Romania,0.45778952120181404,0.1029333333333333,income,09-06
2023-09-06,Russian Federation,1.2239246184382089,0.1684245833333333,income,09-06
2023-09-06,Saint Pierre and Miquelon,0.044060699999999994,,,09-06
2023-09-06,Saint Vincent and the Grenadines,0.09269405,,,09-06
2023-09-06,Samoa,0.030349349999999997,,,09-06
2023-09-06,Saudi Arabia,0.0479994,0.1029333333333333,income,09-06
2023-09-06,Senegal,0.07917313333333333,,,09-06
2023-09-06,Serbia,0.033241566666666666,,,09-06
2023-09-06,Singapore,0.3758252166666667,0.1029333333333333,income,09-06
2023-09-06,South Africa,0.9294483456916098,0.4117333333333333,income,09-06
2023-09-06,South Sudan,0.0938474,,,09-06
2023-09-06,Spain,72.68871197239977,7.5233966666666685,income,09-06
2023-09-06,Sri Lanka,0.1654374,,,09-06
2023-09-06,Sudan,0.14042935,,,09-06
2023-09-06,Suriname,0.13908405,,,09-06
2023-09-06,Sweden,0.2916047,0.1684245833333333,income,09-06
2023-09-06,Switzerland,0.22237533197278914,0.4772245833333333,income,09-06
2023-09-06,Taiwan,0.0300056,,,09-06
2023-09-06,Tanzania,0.13324778333333334,,,09-06
2023-09-06,Thailand,0.36536838095238094,,,09-06
2023-09-06,Togo,0.9595602,,,09-06
2023-09-06,Trinidad and Tobago,0.1394174,,,09-06
2023-09-06,Tunisia,0.04116,,,09-06
2023-09-06,Turkey,0.05140075,,,09-06
2023-09-06,Ukraine,0.07046205,0.1029333333333333,income,09-06
2023-09-06,United Arab Emirates,0.2516216,0.1029333333333333,income,09-06
2023-09-06,United Kingdom,1.28368775,1.2352,income,09-06
2023-09-06,United States,15.176771114994331,7.7854912500000015,income,09-06
2023-09-06,Uruguay,122.63013872471656,12.567130000000002,income,09-06
2023-09-06,Venezuela,75.00577878820862,4.800424583333333,income,09-06
2023-09-06,Virgin Islands,0.033463733333333336,,,09-06
2023-09-06,Wallis and Futuna,0.03756556666666667,,,09-06
2023-09-06,Yemen,0.27894378333333336,,,09-06
2023-09-06,Zimbabwe,0.9078146333333333,,,09-06
2023-09-07,Afghanistan,0.10103156666666667,0.1309825,income,09-07
2023-09-07,Algeria,0.20955183333333333,,,09-07
2023-09-07,Andorra,0.03203778333333333,0.1029333333333333,income,09-07
2023-09-07,Angola,0.19278805,0.1029333333333333,income,09-07
2023-09-07,Argentina,546.7722765310446,232.21513041666668,income,09-07
2023-09-07,Australia,0.7739179166666666,0.3087999999999999,income,09-07
2023-09-07,Austria,0.0997634,0.1029333333333333,income,09-07
2023-09-07,Azerbaijan,0.031311783333333336,,,09-07
2023-09-07,Bahrain,0.02325135,,,09-07
2023-09-07,Bangladesh,0.06702405,,,09-07
2023-09-07,Belarus,0.039696966666666667,,,09-07
2023-09-07,Belgium,0.08774891666666666,0.0,income,09-07
2023-09-07,Benin,0.33459788333333335,,,09-07
2023-09-07,Bermuda,0.06808383333333333,,,09-07
2023-09-07,Bolivia,11.615230743622448,1.1322666666666668,income,09-07
2023-09-07,Bonaire,0.0423,,,09-07
2023-09-07,Bosnia and Herzegovina,0.06934113333333333,,,09-07
2023-09-07,Brazil,15.827461161635487,9.264,income,09-07
2023-09-07,Bulgaria,0.07108605,,,09-07
2023-09-07,Burkina Faso,0.33706783333333334,,,09-07
2023-09-07,Cameroon,0.52926155,0.1029333333333333,income,09-07
2023-09-07,Canada,1.0894813035147393,0.8234666666666667,income,09-07
2023-09-07,Central African Republic,0.03746313333333333,,,09-07
2023-09-07,Chad,0.104838,,,09-07
2023-09-07,Chile,170.77625838330783,34.978547500000005,income,09-07
